day_index,theme,count,dod_change,dod_change_pct,rolling_mean_7,rolling_std_7,zscore_7
17.0,Other,10,1.0,0.1111111111111111,9.0,1.9999999999999993,0.5000000000000002
18.0,Ads related issues,4,0.0,0.0,4.0,1.069044967649698,0.0
18.0,Coins related issues,11,3.0,0.375,8.571428571428571,1.1780301787479013,2.0615528128088334
18.0,Content discovery issues,3,2.0,2.0,1.8571428571428572,0.6388765649999398,1.788854381999832
18.0,Content quality & format,6,-3.0,-0.3333333333333333,6.571428571428571,2.1946130708196003,-0.2603778219616479
18.0,Listening related issues,5,1.0,0.25,3.5714285714285716,1.293626448305346,1.1043152607484648
18.0,Other,9,-1.0,-0.1,8.857142857142858,1.9587584572574406,0.07293249574894704
18.0,Payments & Support,2,0.0,0.0,2.5714285714285716,1.6781914463529615,-0.34050261230349954
19.0,Ads related issues,7,3.0,0.75,4.285714285714286,1.484614977916181,1.8282758524338145
19.0,Coins related issues,21,10.0,0.9090909090909091,10.571428571428571,4.3705881545081,2.3860796441812395
19.0,Content discovery issues,1,-2.0,-0.6666666666666666,1.7142857142857142,0.6998542122237651,-1.0206207261596576
19.0,Content quality & format,12,6.0,1.0,7.285714285714286,2.9137254363387326,1.6179581148900193
19.0,Listening related issues,10,5.0,1.0,4.571428571428571,2.5555062599997598,2.1242645786248002
19.0,Other,21,12.0,1.3333333333333333,11.0,4.375255094603873,2.285581019569187
19.0,Payments & Support,3,1.0,0.5,2.4285714285714284,1.5907898179514348,0.35921060405354993
20.0,Ads related issues,4,-3.0,-0.42857142857142855,4.142857142857143,1.4568627181693674,-0.09805806756909226
20.0,Coins related issues,13,-8.0,-0.38095238095238093,11.285714285714286,4.299976269512116,0.39867329651105726
20.0,Content discovery issues,1,0.0,0.0,1.7142857142857142,0.6998542122237651,-1.0206207261596576
20.0,Content quality & format,9,-3.0,-0.25,7.571428571428571,2.96922995583236,0.4811252243246884
20.0,Listening related issues,2,-8.0,-0.8,4.142857142857143,2.695423180587601,-0.7949984100047701
20.0,Other,12,-9.0,-0.42857142857142855,11.142857142857142,4.389226141639205,0.1952833664712359
20.0,Payments & Support,2,-1.0,-0.3333333333333333,2.5714285714285716,1.4982983545287878,-0.38138503569823706
21.0,Ads related issues,15,11.0,2.75,5.857142857142857,3.9795395077668916,2.2974661075767617
21.0,Coins related issues,37,24.0,1.8461538461538463,15.285714285714286,9.808367939298211,2.2138530944873356
21.0,Content discovery issues,5,4.0,4.0,2.142857142857143,1.355261854357877,2.1081851067789197
21.0,Content quality & format,24,15.0,1.6666666666666667,10.714285714285714,5.749889084999459,2.310603576749783
21.0,Listening related issues,17,15.0,7.5,6.142857142857143,5.166611805721464,2.101404801715458
21.0,Other,27,15.0,1.25,13.428571428571429,7.068181072487419,1.9200736982043025
21.0,Payments & Support,4,2.0,1.0,2.857142857142857,1.5518257844571737,0.7364596943186587
22.0,Ads related issues,4,-11.0,-0.7333333333333333,6.142857142857143,3.757984696561688,-0.5702144409522791
22.0,Coins related issues,11,-26.0,-0.7027027027027027,15.571428571428571,9.648939880439018,-0.47377521552352914
22.0,Content discovery issues,2,-3.0,-0.6,2.142857142857143,1.355261854357877,-0.10540925533894592
22.0,Content quality & format,7,-17.0,-0.7083333333333334,10.857142857142858,5.6424050451804275,-0.6835990727814751
22.0,Listening related issues,5,-12.0,-0.7058823529411765,6.285714285714286,5.118992247762548,-0.2511655074836764
22.0,Localization & Availability,1,0.0,0.0,1.0,0.0,
22.0,Other,17,-10.0,-0.37037037037037035,15.0,6.4365030434678925,0.3107277331329326
23.0,Ads related issues,11,7.0,1.75,7.0,4.0708019567928595,0.982607368881035
23.0,Coins related issues,24,13.0,1.1818181818181819,17.857142857142858,9.478224237370497,0.648102111642099
23.0,Content discovery issues,4,2.0,1.0,2.4285714285714284,1.4982983545287882,1.0488088481701514
23.0,Content quality & format,15,8.0,1.1428571428571428,11.714285714285714,5.749889084999458,0.5714395942499465
23.0,Listening related issues,3,-2.0,-0.4,6.571428571428571,4.865538961693257,-0.7340252743933793
23.0,Other,15,-2.0,-0.11764705882352941,15.857142857142858,5.962467644202633,-0.14375639555482808
23.0,Payments & Support,8,4.0,1.0,3.142857142857143,2.166535841157586,2.241893609545676
24.0,Ads related issues,4,-7.0,-0.6363636363636364,7.0,4.0708019567928595,-0.7369555266607761
24.0,Coins related issues,10,-14.0,-0.5833333333333334,18.142857142857142,9.202927661946518,-0.8848115993052195
24.0,Content discovery issues,1,-3.0,-0.75,2.4285714285714284,1.4982983545287882,-0.953462589245592
24.0,Content quality & format,7,-8.0,-0.5333333333333333,11.428571428571429,5.924697529522205,-0.7474763743641389
24.0,Listening related issues,3,0.0,0.0,6.428571428571429,4.952838806674205,-0.6922436934453132
24.0,Other,12,-3.0,-0.2,16.142857142857142,5.717856027482716,-0.7245472993626658
24.0,Payments & Support,4,-4.0,-0.5,3.5714285714285716,1.9897697538834458,0.21538744758532133
25.0,Ads related issues,6,2.0,0.5,7.285714285714286,3.917516914514883,-0.3281962308702627
25.0,Coins related issues,8,-2.0,-0.2,17.714285714285715,9.587406706035724,-1.0132339236396548
25.0,Content quality & format,6,-1.0,-0.14285714285714285,11.428571428571429,5.924697529522205,-0.9162613621237833
25.0,Listening related issues,1,-2.0,-0.6666666666666666,5.857142857142857,5.3030603409344526,-0.915913179348621
25.0,Other,11,-1.0,-0.08333333333333333,16.428571428571427,5.394630739571203,-1.006291568531514
25.0,Payments & Support,3,-1.0,-0.25,3.7142857142857144,1.905952009160905,-0.37476584449793077
26.0,Ads related issues,2,-4.0,-0.6666666666666666,6.571428571428571,4.337778985911137,-1.0538638751020546
26.0,Coins related issues,9,1.0,0.125,16.0,9.91391518451284,-0.706078261687688
26.0,Content discovery issues,2,1.0,1.0,2.2857142857142856,1.4846149779161808,-0.19245008972987512
26.0,Content quality & format,7,1.0,0.16666666666666666,10.714285714285714,6.111214181773552,-0.6077819568758398
26.0,Listening related issues,5,4.0,4.0,5.142857142857143,5.026460595931194,-0.028421021140160305
26.0,Other,10,-1.0,-0.09090909090909091,14.857142857142858,5.436085025840129,-0.8935001630869822
27.0,Ads related issues,9,7.0,3.5,7.285714285714286,4.266624149448023,0.401789718109455
27.0,Coins related issues,14,5.0,0.5555555555555556,16.142857142857142,9.876792009967774,-0.21695882030263935
27.0,Content discovery issues,1,-1.0,-0.5,2.2857142857142856,1.4846149779161808,-0.8660254037844384
27.0,Content quality & format,16,9.0,1.2857142857142858,11.714285714285714,6.3180983964274215,0.6783234474692021
27.0,Listening related issues,12,7.0,1.4,6.571428571428571,5.341405455954262,1.016318920803887
27.0,Localization & Availability,2,1.0,1.0,1.25,0.4330127018922193,1.7320508075688774
27.0,Other,27,17.0,1.7,17.0,6.697547525560597,1.4930838432778395
27.0,Payments & Support,3,0.0,0.0,3.857142857142857,1.8070158058105026,-0.4743416490252569
28.0,Ads related issues,3,-6.0,-0.6666666666666666,5.571428571428571,3.063944369932461,-0.8392543274162819
28.0,Coins related issues,8,-6.0,-0.42857142857142855,12.0,5.26443593505379,-0.7598154957809605
28.0,Content discovery issues,1,0.0,0.0,2.2857142857142856,1.4846149779161808,-0.8660254037844384
28.0,Content quality & format,6,-10.0,-0.625,9.142857142857142,4.050699108216521,-0.775880177444458
28.0,Listening related issues,4,-8.0,-0.6666666666666666,4.714285714285714,3.238795442501324,-0.2205405456956155
28.0,Other,8,-19.0,-0.7037037037037037,14.285714285714286,5.897076411585799,-1.0659034828453202
28.0,Payments & Support,2,-1.0,-0.3333333333333333,3.7142857142857144,1.905952009160905,-0.8994380267950337
