day,category,count
214,Localization Issues,0
215,Listening Related Issues,2
215,Ads Related Issues,0
215,Coins Related Issues,0
215,Content Discovery Issues,0
215,Content Quality Issues,0
215,User Experience Issues,0
215,Support & Service Issues,0
215,Localization Issues,0
218,Listening Related Issues,3
218,User Experience Issues,1
218,Ads Related Issues,0
218,Coins Related Issues,0
218,Content Discovery Issues,0
218,Content Quality Issues,0
218,Support & Service Issues,0
218,Localization Issues,0
219,Coins Related Issues,1
219,Ads Related Issues,0
219,Content Discovery Issues,0
219,Listening Related Issues,0
219,Content Quality Issues,0
219,User Experience Issues,0
219,Support & Service Issues,0
219,Localization Issues,0
222,Coins Related Issues,1
222,Ads Related Issues,0
222,Content Discovery Issues,0
222,Listening Related Issues,0
222,Content Quality Issues,0
222,User Experience Issues,0
222,Support & Service Issues,0
222,Localization Issues,0
223,Listening Related Issues,1
223,Ads Related Issues,0
223,Coins Related Issues,0
223,Content Discovery Issues,0
223,Content Quality Issues,0
223,User Experience Issues,0
223,Support & Service Issues,0
223,Localization Issues,0
227,Coins Related Issues,1
227,Ads Related Issues,0
227,Content Discovery Issues,0
227,Listening Related Issues,0
227,Content Quality Issues,0
227,User Experience Issues,0
227,Support & Service Issues,0
227,Localization Issues,0
230,Listening Related Issues,2
230,User Experience Issues,2
230,Ads Related Issues,0
230,Coins Related Issues,0
230,Content Discovery Issues,0
230,Content Quality Issues,0
230,Support & Service Issues,0
230,Localization Issues,0
232,Coins Related Issues,1
232,Ads Related Issues,0
232,Content Discovery Issues,0
232,Listening Related Issues,0
232,Content Quality Issues,0
232,User Experience Issues,0
232,Support & Service Issues,0
232,Localization Issues,0
233,Ads Related Issues,1
233,Coins Related Issues,0
233,Content Discovery Issues,0
233,Listening Related Issues,0
233,Content Quality Issues,0
233,User Experience Issues,0
233,Support & Service Issues,0
233,Localization Issues,0
237,Coins Related Issues,1
237,Ads Related Issues,0
237,Content Discovery Issues,0
237,Listening Related Issues,0
237,Content Quality Issues,0
237,User Experience Issues,0
237,Support & Service Issues,0
237,Localization Issues,0
240,Listening Related Issues,1
240,Ads Related Issues,0
240,Coins Related Issues,0
240,Content Discovery Issues,0
240,Content Quality Issues,0
240,User Experience Issues,0
240,Support & Service Issues,0
240,Localization Issues,0
241,User Experience Issues,1
241,Ads Related Issues,0
241,Coins Related Issues,0
241,Content Discovery Issues,0
241,Listening Related Issues,0
241,Content Quality Issues,0
241,Support & Service Issues,0
241,Localization Issues,0
242,Coins Related Issues,1
242,User Experience Issues,1
242,Ads Related Issues,0
242,Content Discovery Issues,0
242,Listening Related Issues,0
242,Content Quality Issues,0
242,Support & Service Issues,0
242,Localization Issues,0
243,Listening Related Issues,1
243,User Experience Issues,1
243,Ads Related Issues,0
243,Coins Related Issues,0
243,Content Discovery Issues,0
243,Content Quality Issues,0
243,Support & Service Issues,0
243,Localization Issues,0
244,Coins Related Issues,1
244,Ads Related Issues,0
244,Content Discovery Issues,0
244,Listening Related Issues,0
244,Content Quality Issues,0
244,User Experience Issues,0
244,Support & Service Issues,0
244,Localization Issues,0
245,Listening Related Issues,1
245,Support & Service Issues,1
245,Ads Related Issues,0
245,Coins Related Issues,0
245,Content Discovery Issues,0
245,Content Quality Issues,0
245,User Experience Issues,0
245,Localization Issues,0
246,Coins Related Issues,2
246,Listening Related Issues,1
246,Ads Related Issues,0
246,Content Discovery Issues,0
246,Content Quality Issues,0
246,User Experience Issues,0
246,Support & Service Issues,0
246,Localization Issues,0
248,Coins Related Issues,1
248,Content Quality Issues,1
248,Ads Related Issues,0
248,Content Discovery Issues,0
248,Listening Related Issues,0
248,User Experience Issues,0
248,Support & Service Issues,0
248,Localization Issues,0
250,Content Quality Issues,1
250,User Experience Issues,1
250,Ads Related Issues,0
250,Coins Related Issues,0
250,Content Discovery Issues,0
250,Listening Related Issues,0
250,Support & Service Issues,0
250,Localization Issues,0
251,Coins Related Issues,1
251,Listening Related Issues,1
251,Ads Related Issues,0
251,Content Discovery Issues,0
251,Content Quality Issues,0
251,User Experience Issues,0
251,Support & Service Issues,0
251,Localization Issues,0
253,Coins Related Issues,1
253,Support & Service Issues,1
253,Ads Related Issues,0
253,Content Discovery Issues,0
253,Listening Related Issues,0
253,Content Quality Issues,0
253,User Experience Issues,0
253,Localization Issues,0
255,Coins Related Issues,2
255,Ads Related Issues,0
255,Content Discovery Issues,0
255,Listening Related Issues,0
255,Content Quality Issues,0
255,User Experience Issues,0
255,Support & Service Issues,0
255,Localization Issues,0
260,Coins Related Issues,1
260,Ads Related Issues,0
260,Content Discovery Issues,0
260,Listening Related Issues,0
260,Content Quality Issues,0
260,User Experience Issues,0
260,Support & Service Issues,0
260,Localization Issues,0
263,User Experience Issues,1
263,Support & Service Issues,1
263,Ads Related Issues,0
263,Coins Related Issues,0
263,Content Discovery Issues,0
263,Listening Related Issues,0
263,Content Quality Issues,0
263,Localization Issues,0
265,User Experience Issues,1
265,Ads Related Issues,0
265,Coins Related Issues,0
265,Content Discovery Issues,0
265,Listening Related Issues,0
265,Content Quality Issues,0
265,Support & Service Issues,0
265,Localization Issues,0
267,Content Quality Issues,1
267,Ads Related Issues,0
267,Coins Related Issues,0
267,Content Discovery Issues,0
267,Listening Related Issues,0
267,User Experience Issues,0
267,Support & Service Issues,0
267,Localization Issues,0
268,Localization Issues,1
268,Listening Related Issues,1
268,User Experience Issues,2
268,Ads Related Issues,0
268,Coins Related Issues,0
268,Content Discovery Issues,0
268,Content Quality Issues,0
268,Support & Service Issues,0
281,Coins Related Issues,1
281,Ads Related Issues,0
281,Content Discovery Issues,0
281,Listening Related Issues,0
281,Content Quality Issues,0
281,User Experience Issues,0
281,Support & Service Issues,0
281,Localization Issues,0
282,Listening Related Issues,2
282,Coins Related Issues,1
282,Ads Related Issues,0
282,Content Discovery Issues,0
282,Content Quality Issues,0
282,User Experience Issues,0
282,Support & Service Issues,0
282,Localization Issues,0
283,Coins Related Issues,1
283,Ads Related Issues,0
283,Content Discovery Issues,0
283,Listening Related Issues,0
283,Content Quality Issues,0
283,User Experience Issues,0
283,Support & Service Issues,0
283,Localization Issues,0
284,Coins Related Issues,1
284,Ads Related Issues,0
284,Content Discovery Issues,0
284,Listening Related Issues,0
284,Content Quality Issues,0
284,User Experience Issues,0
284,Support & Service Issues,0
284,Localization Issues,0
285,Listening Related Issues,3
285,Support & Service Issues,1
285,Ads Related Issues,0
285,Coins Related Issues,0
285,Content Discovery Issues,0
285,Content Quality Issues,0
285,User Experience Issues,0
285,Localization Issues,0
287,Coins Related Issues,3
287,Ads Related Issues,0
287,Content Discovery Issues,0
287,Listening Related Issues,0
287,Content Quality Issues,0
287,User Experience Issues,0
287,Support & Service Issues,0
287,Localization Issues,0
290,Coins Related Issues,3
290,Ads Related Issues,0
290,Content Discovery Issues,0
290,Listening Related Issues,0
290,Content Quality Issues,0
290,User Experience Issues,0
290,Support & Service Issues,0
290,Localization Issues,0
291,Coins Related Issues,1
291,User Experience Issues,1
291,Ads Related Issues,0
291,Content Discovery Issues,0
291,Listening Related Issues,0
291,Content Quality Issues,0
291,Support & Service Issues,0
291,Localization Issues,0
292,Listening Related Issues,1
292,User Experience Issues,2
292,Ads Related Issues,0
292,Coins Related Issues,0
292,Content Discovery Issues,0
292,Content Quality Issues,0
292,Support & Service Issues,0
292,Localization Issues,0
299,Coins Related Issues,1
299,Ads Related Issues,0
299,Content Discovery Issues,0
299,Listening Related Issues,0
299,Content Quality Issues,0
299,User Experience Issues,0
299,Support & Service Issues,0
299,Localization Issues,0
300,Listening Related Issues,1
300,User Experience Issues,1
300,Ads Related Issues,0
300,Coins Related Issues,0
300,Content Discovery Issues,0
300,Content Quality Issues,0
300,Support & Service Issues,0
300,Localization Issues,0
301,Content Quality Issues,1
301,Ads Related Issues,0
301,Coins Related Issues,0
301,Content Discovery Issues,0
301,Listening Related Issues,0
301,User Experience Issues,0
301,Support & Service Issues,0
301,Localization Issues,0
303,Coins Related Issues,1
303,Ads Related Issues,0
303,Content Discovery Issues,0
303,Listening Related Issues,0
303,Content Quality Issues,0
303,User Experience Issues,0
303,Support & Service Issues,0
303,Localization Issues,0
304,Ads Related Issues,1
304,User Experience Issues,2
304,Coins Related Issues,2
304,Content Discovery Issues,0
304,Listening Related Issues,0
304,Content Quality Issues,0
304,Support & Service Issues,0
304,Localization Issues,0
306,User Experience Issues,1
306,Ads Related Issues,0
306,Coins Related Issues,0
306,Content Discovery Issues,0
306,Listening Related Issues,0
306,Content Quality Issues,0
306,Support & Service Issues,0
306,Localization Issues,0
307,Ads Related Issues,1
307,Coins Related Issues,0
307,Content Discovery Issues,0
307,Listening Related Issues,0
307,Content Quality Issues,0
307,User Experience Issues,0
307,Support & Service Issues,0
307,Localization Issues,0
308,Coins Related Issues,2
308,Ads Related Issues,0
308,Content Discovery Issues,0
308,Listening Related Issues,0
308,Content Quality Issues,0
308,User Experience Issues,0
308,Support & Service Issues,0
308,Localization Issues,0
309,Coins Related Issues,1
309,Ads Related Issues,0
309,Content Discovery Issues,0
309,Listening Related Issues,0
309,Content Quality Issues,0
309,User Experience Issues,0
309,Support & Service Issues,0
309,Localization Issues,0
310,Coins Related Issues,1
310,User Experience Issues,1
310,Support & Service Issues,1
310,Ads Related Issues,0
310,Content Discovery Issues,0
310,Listening Related Issues,0
310,Content Quality Issues,0
310,Localization Issues,0
312,User Experience Issues,1
312,Ads Related Issues,0
312,Coins Related Issues,0
312,Content Discovery Issues,0
312,Listening Related Issues,0
312,Content Quality Issues,0
312,Support & Service Issues,0
312,Localization Issues,0
322,Listening Related Issues,1
322,Ads Related Issues,0
322,Coins Related Issues,0
322,Content Discovery Issues,0
322,Content Quality Issues,0
322,User Experience Issues,0
322,Support & Service Issues,0
322,Localization Issues,0
324,User Experience Issues,1
324,Ads Related Issues,0
324,Coins Related Issues,0
324,Content Discovery Issues,0
324,Listening Related Issues,0
324,Content Quality Issues,0
324,Support & Service Issues,0
324,Localization Issues,0
325,Listening Related Issues,1
325,Ads Related Issues,0
325,Coins Related Issues,0
325,Content Discovery Issues,0
325,Content Quality Issues,0
325,User Experience Issues,0
325,Support & Service Issues,0
325,Localization Issues,0
326,User Experience Issues,1
326,Ads Related Issues,0
326,Coins Related Issues,0
326,Content Discovery Issues,0
326,Listening Related Issues,0
326,Content Quality Issues,0
326,Support & Service Issues,0
326,Localization Issues,0
327,Listening Related Issues,2
327,User Experience Issues,1
327,Ads Related Issues,0
327,Coins Related Issues,0
327,Content Discovery Issues,0
327,Content Quality Issues,0
327,Support & Service Issues,0
327,Localization Issues,0
329,User Experience Issues,2
329,Ads Related Issues,0
329,Coins Related Issues,0
329,Content Discovery Issues,0
329,Listening Related Issues,0
329,Content Quality Issues,0
329,Support & Service Issues,0
329,Localization Issues,0
330,Coins Related Issues,1
330,User Experience Issues,1
330,Ads Related Issues,0
330,Content Discovery Issues,0
330,Listening Related Issues,0
330,Content Quality Issues,0
330,Support & Service Issues,0
330,Localization Issues,0
331,Listening Related Issues,1
331,Ads Related Issues,0
331,Coins Related Issues,0
331,Content Discovery Issues,0
331,Content Quality Issues,0
331,User Experience Issues,0
331,Support & Service Issues,0
331,Localization Issues,0
337,Listening Related Issues,1
337,Content Quality Issues,1
337,Ads Related Issues,0
337,Coins Related Issues,0
337,Content Discovery Issues,0
337,User Experience Issues,0
337,Support & Service Issues,0
337,Localization Issues,0
340,Ads Related Issues,1
340,Coins Related Issues,1
340,User Experience Issues,1
340,Support & Service Issues,1
340,Content Discovery Issues,0
340,Listening Related Issues,0
340,Content Quality Issues,0
340,Localization Issues,0
341,Coins Related Issues,2
341,Ads Related Issues,0
341,Content Discovery Issues,0
341,Listening Related Issues,0
341,Content Quality Issues,0
341,User Experience Issues,0
341,Support & Service Issues,0
341,Localization Issues,0
342,Coins Related Issues,1
342,Ads Related Issues,0
342,Content Discovery Issues,0
342,Listening Related Issues,0
342,Content Quality Issues,0
342,User Experience Issues,0
342,Support & Service Issues,0
342,Localization Issues,0
343,Support & Service Issues,1
343,Ads Related Issues,0
343,Coins Related Issues,0
343,Content Discovery Issues,0
343,Listening Related Issues,0
343,Content Quality Issues,0
343,User Experience Issues,0
343,Localization Issues,0
344,User Experience Issues,1
344,Ads Related Issues,0
344,Coins Related Issues,0
344,Content Discovery Issues,0
344,Listening Related Issues,0
344,Content Quality Issues,0
344,Support & Service Issues,0
344,Localization Issues,0
345,Coins Related Issues,2
345,Listening Related Issues,1
345,Ads Related Issues,0
345,Content Discovery Issues,0
345,Content Quality Issues,0
345,User Experience Issues,0
345,Support & Service Issues,0
345,Localization Issues,0
346,Listening Related Issues,1
346,User Experience Issues,1
346,Ads Related Issues,0
346,Coins Related Issues,0
346,Content Discovery Issues,0
346,Content Quality Issues,0
346,Support & Service Issues,0
346,Localization Issues,0
347,Listening Related Issues,1
347,Ads Related Issues,0
347,Coins Related Issues,0
347,Content Discovery Issues,0
347,Content Quality Issues,0
347,User Experience Issues,0
347,Support & Service Issues,0
347,Localization Issues,0
348,User Experience Issues,1
348,Ads Related Issues,0
348,Coins Related Issues,0
348,Content Discovery Issues,0
348,Listening Related Issues,0
348,Content Quality Issues,0
348,Support & Service Issues,0
348,Localization Issues,0
350,Content Discovery Issues,1
350,Ads Related Issues,0
350,Coins Related Issues,0
350,Listening Related Issues,0
350,Content Quality Issues,0
350,User Experience Issues,0
350,Support & Service Issues,0
350,Localization Issues,0
352,User Experience Issues,2
352,Coins Related Issues,1
352,Ads Related Issues,0
352,Content Discovery Issues,0
352,Listening Related Issues,0
352,Content Quality Issues,0
352,Support & Service Issues,0
352,Localization Issues,0
354,User Experience Issues,1
354,Coins Related Issues,1
354,Ads Related Issues,0
354,Content Discovery Issues,0
354,Listening Related Issues,0
354,Content Quality Issues,0
354,Support & Service Issues,0
354,Localization Issues,0
358,Coins Related Issues,1
358,Ads Related Issues,0
358,Content Discovery Issues,0
358,Listening Related Issues,0
358,Content Quality Issues,0
358,User Experience Issues,0
358,Support & Service Issues,0
358,Localization Issues,0
359,Coins Related Issues,1
359,Ads Related Issues,0
359,Content Discovery Issues,0
359,Listening Related Issues,0
359,Content Quality Issues,0
359,User Experience Issues,0
359,Support & Service Issues,0
359,Localization Issues,0
360,Listening Related Issues,1
360,Ads Related Issues,0
360,Coins Related Issues,0
360,Content Discovery Issues,0
360,Content Quality Issues,0
360,User Experience Issues,0
360,Support & Service Issues,0
360,Localization Issues,0
364,Content Discovery Issues,1
364,Listening Related Issues,2
364,Ads Related Issues,0
364,Coins Related Issues,0
364,Content Quality Issues,0
364,User Experience Issues,0
364,Support & Service Issues,0
364,Localization Issues,0
365,User Experience Issues,2
365,Ads Related Issues,0
365,Coins Related Issues,0
365,Content Discovery Issues,0
365,Listening Related Issues,0
365,Content Quality Issues,0
365,Support & Service Issues,0
365,Localization Issues,0
366,Listening Related Issues,2
366,Ads Related Issues,0
366,Coins Related Issues,0
366,Content Discovery Issues,0
366,Content Quality Issues,0
366,User Experience Issues,0
366,Support & Service Issues,0
366,Localization Issues,0
367,Coins Related Issues,1
367,Ads Related Issues,0
367,Content Discovery Issues,0
367,Listening Related Issues,0
367,Content Quality Issues,0
367,User Experience Issues,0
367,Support & Service Issues,0
367,Localization Issues,0
369,Coins Related Issues,1
369,Ads Related Issues,0
369,Content Discovery Issues,0
369,Listening Related Issues,0
369,Content Quality Issues,0
369,User Experience Issues,0
369,Support & Service Issues,0
369,Localization Issues,0
371,Coins Related Issues,1
371,Ads Related Issues,0
371,Content Discovery Issues,0
371,Listening Related Issues,0
371,Content Quality Issues,0
371,User Experience Issues,0
371,Support & Service Issues,0
371,Localization Issues,0
372,Content Discovery Issues,1
372,User Experience Issues,1
372,Support & Service Issues,1
372,Ads Related Issues,0
372,Coins Related Issues,0
372,Listening Related Issues,0
372,Content Quality Issues,0
372,Localization Issues,0
373,User Experience Issues,1
373,Ads Related Issues,0
373,Coins Related Issues,0
373,Content Discovery Issues,0
373,Listening Related Issues,0
373,Content Quality Issues,0
373,Support & Service Issues,0
373,Localization Issues,0
377,Coins Related Issues,1
377,Ads Related Issues,0
377,Content Discovery Issues,0
377,Listening Related Issues,0
377,Content Quality Issues,0
377,User Experience Issues,0
377,Support & Service Issues,0
377,Localization Issues,0
380,Listening Related Issues,1
380,Ads Related Issues,1
380,User Experience Issues,1
380,Coins Related Issues,0
380,Content Discovery Issues,0
380,Content Quality Issues,0
380,Support & Service Issues,0
380,Localization Issues,0
381,Coins Related Issues,1
381,Ads Related Issues,0
381,Content Discovery Issues,0
381,Listening Related Issues,0
381,Content Quality Issues,0
381,User Experience Issues,0
381,Support & Service Issues,0
381,Localization Issues,0
383,Ads Related Issues,1
383,Coins Related Issues,2
383,User Experience Issues,1
383,Content Discovery Issues,0
383,Listening Related Issues,0
383,Content Quality Issues,0
383,Support & Service Issues,0
383,Localization Issues,0
384,Coins Related Issues,3
384,Ads Related Issues,1
384,User Experience Issues,1
384,Content Discovery Issues,0
384,Listening Related Issues,0
384,Content Quality Issues,0
384,Support & Service Issues,0
384,Localization Issues,0
386,User Experience Issues,2
386,Ads Related Issues,0
386,Coins Related Issues,0
386,Content Discovery Issues,0
386,Listening Related Issues,0
386,Content Quality Issues,0
386,Support & Service Issues,0
386,Localization Issues,0
388,Coins Related Issues,1
388,Ads Related Issues,0
388,Content Discovery Issues,0
388,Listening Related Issues,0
388,Content Quality Issues,0
388,User Experience Issues,0
388,Support & Service Issues,0
388,Localization Issues,0
389,Coins Related Issues,3
389,Support & Service Issues,1
389,Ads Related Issues,1
389,User Experience Issues,2
389,Content Discovery Issues,0
389,Listening Related Issues,0
389,Content Quality Issues,0
389,Localization Issues,0
390,Coins Related Issues,2
390,Support & Service Issues,2
390,Ads Related Issues,0
390,Content Discovery Issues,0
390,Listening Related Issues,0
390,Content Quality Issues,0
390,User Experience Issues,0
390,Localization Issues,0
392,Coins Related Issues,1
392,Ads Related Issues,0
392,Content Discovery Issues,0
392,Listening Related Issues,0
392,Content Quality Issues,0
392,User Experience Issues,0
392,Support & Service Issues,0
392,Localization Issues,0
396,Coins Related Issues,1
396,Ads Related Issues,0
396,Content Discovery Issues,0
396,Listening Related Issues,0
396,Content Quality Issues,0
396,User Experience Issues,0
396,Support & Service Issues,0
396,Localization Issues,0
397,Coins Related Issues,1
397,User Experience Issues,1
397,Support & Service Issues,1
397,Ads Related Issues,0
397,Content Discovery Issues,0
397,Listening Related Issues,0
397,Content Quality Issues,0
397,Localization Issues,0
398,Coins Related Issues,1
398,Ads Related Issues,0
398,Content Discovery Issues,0
398,Listening Related Issues,0
398,Content Quality Issues,0
398,User Experience Issues,0
398,Support & Service Issues,0
398,Localization Issues,0
399,Coins Related Issues,1
399,Localization Issues,1
399,Ads Related Issues,0
399,Content Discovery Issues,0
399,Listening Related Issues,0
399,Content Quality Issues,0
399,User Experience Issues,0
399,Support & Service Issues,0
400,Coins Related Issues,1
400,Ads Related Issues,0
400,Content Discovery Issues,0
400,Listening Related Issues,0
400,Content Quality Issues,0
400,User Experience Issues,0
400,Support & Service Issues,0
400,Localization Issues,0
401,Coins Related Issues,2
401,Ads Related Issues,0
401,Content Discovery Issues,0
401,Listening Related Issues,0
401,Content Quality Issues,0
401,User Experience Issues,0
401,Support & Service Issues,0
401,Localization Issues,0
403,Coins Related Issues,1
403,User Experience Issues,1
403,Ads Related Issues,0
403,Content Discovery Issues,0
403,Listening Related Issues,0
403,Content Quality Issues,0
403,Support & Service Issues,0
403,Localization Issues,0
406,Coins Related Issues,1
406,User Experience Issues,1
406,Listening Related Issues,1
406,Ads Related Issues,0
406,Content Discovery Issues,0
406,Content Quality Issues,0
406,Support & Service Issues,0
406,Localization Issues,0
407,User Experience Issues,1
407,Ads Related Issues,0
407,Coins Related Issues,0
407,Content Discovery Issues,0
407,Listening Related Issues,0
407,Content Quality Issues,0
407,Support & Service Issues,0
407,Localization Issues,0
408,User Experience Issues,1
408,Ads Related Issues,0
408,Coins Related Issues,0
408,Content Discovery Issues,0
408,Listening Related Issues,0
408,Content Quality Issues,0
408,Support & Service Issues,0
408,Localization Issues,0
409,Coins Related Issues,1
409,Support & Service Issues,1
409,Ads Related Issues,0
409,Content Discovery Issues,0
409,Listening Related Issues,0
409,Content Quality Issues,0
409,User Experience Issues,0
409,Localization Issues,0
410,User Experience Issues,1
410,Support & Service Issues,1
410,Ads Related Issues,0
410,Coins Related Issues,0
410,Content Discovery Issues,0
410,Listening Related Issues,0
410,Content Quality Issues,0
410,Localization Issues,0
411,Content Quality Issues,1
411,User Experience Issues,1
411,Ads Related Issues,0
411,Coins Related Issues,0
411,Content Discovery Issues,0
411,Listening Related Issues,0
411,Support & Service Issues,0
411,Localization Issues,0
412,Coins Related Issues,1
412,User Experience Issues,1
412,Support & Service Issues,1
412,Ads Related Issues,0
412,Content Discovery Issues,0
412,Listening Related Issues,0
412,Content Quality Issues,0
412,Localization Issues,0
413,Coins Related Issues,2
413,Ads Related Issues,0
413,Content Discovery Issues,0
413,Listening Related Issues,0
413,Content Quality Issues,0
413,User Experience Issues,0
413,Support & Service Issues,0
413,Localization Issues,0
414,User Experience Issues,1
414,Ads Related Issues,0
414,Coins Related Issues,0
414,Content Discovery Issues,0
414,Listening Related Issues,0
414,Content Quality Issues,0
414,Support & Service Issues,0
414,Localization Issues,0
417,Ads Related Issues,1
417,Coins Related Issues,0
417,Content Discovery Issues,0
417,Listening Related Issues,0
417,Content Quality Issues,0
417,User Experience Issues,0
417,Support & Service Issues,0
417,Localization Issues,0
419,User Experience Issues,1
419,Support & Service Issues,1
419,Ads Related Issues,0
419,Coins Related Issues,0
419,Content Discovery Issues,0
419,Listening Related Issues,0
419,Content Quality Issues,0
419,Localization Issues,0
420,User Experience Issues,1
420,Ads Related Issues,0
420,Coins Related Issues,0
420,Content Discovery Issues,0
420,Listening Related Issues,0
420,Content Quality Issues,0
420,Support & Service Issues,0
420,Localization Issues,0
421,Listening Related Issues,1
421,Ads Related Issues,0
421,Coins Related Issues,0
421,Content Discovery Issues,0
421,Content Quality Issues,0
421,User Experience Issues,0
421,Support & Service Issues,0
421,Localization Issues,0
426,Coins Related Issues,1
426,User Experience Issues,1
426,Ads Related Issues,0
426,Content Discovery Issues,0
426,Listening Related Issues,0
426,Content Quality Issues,0
426,Support & Service Issues,0
426,Localization Issues,0
427,Support & Service Issues,1
427,Ads Related Issues,0
427,Coins Related Issues,0
427,Content Discovery Issues,0
427,Listening Related Issues,0
427,Content Quality Issues,0
427,User Experience Issues,0
427,Localization Issues,0
428,User Experience Issues,1
428,Ads Related Issues,1
428,Coins Related Issues,1
428,Content Discovery Issues,0
428,Listening Related Issues,0
428,Content Quality Issues,0
428,Support & Service Issues,0
428,Localization Issues,0
429,User Experience Issues,1
429,Ads Related Issues,0
429,Coins Related Issues,0
429,Content Discovery Issues,0
429,Listening Related Issues,0
429,Content Quality Issues,0
429,Support & Service Issues,0
429,Localization Issues,0
431,Coins Related Issues,2
431,Ads Related Issues,0
431,Content Discovery Issues,0
431,Listening Related Issues,0
431,Content Quality Issues,0
431,User Experience Issues,0
431,Support & Service Issues,0
431,Localization Issues,0
432,Coins Related Issues,1
432,Ads Related Issues,0
432,Content Discovery Issues,0
432,Listening Related Issues,0
432,Content Quality Issues,0
432,User Experience Issues,0
432,Support & Service Issues,0
432,Localization Issues,0
436,Coins Related Issues,1
436,Listening Related Issues,1
436,Ads Related Issues,0
436,Content Discovery Issues,0
436,Content Quality Issues,0
436,User Experience Issues,0
436,Support & Service Issues,0
436,Localization Issues,0
437,Localization Issues,1
437,User Experience Issues,1
437,Support & Service Issues,1
437,Ads Related Issues,0
437,Coins Related Issues,0
437,Content Discovery Issues,0
437,Listening Related Issues,0
437,Content Quality Issues,0
438,Listening Related Issues,1
438,Ads Related Issues,0
438,Coins Related Issues,0
438,Content Discovery Issues,0
438,Content Quality Issues,0
438,User Experience Issues,0
438,Support & Service Issues,0
438,Localization Issues,0
439,Listening Related Issues,1
439,Ads Related Issues,0
439,Coins Related Issues,0
439,Content Discovery Issues,0
439,Content Quality Issues,0
439,User Experience Issues,0
439,Support & Service Issues,0
439,Localization Issues,0
440,Listening Related Issues,1
440,Ads Related Issues,0
440,Coins Related Issues,0
440,Content Discovery Issues,0
440,Content Quality Issues,0
440,User Experience Issues,0
440,Support & Service Issues,0
440,Localization Issues,0
447,Coins Related Issues,1
447,Ads Related Issues,0
447,Content Discovery Issues,0
447,Listening Related Issues,0
447,Content Quality Issues,0
447,User Experience Issues,0
447,Support & Service Issues,0
447,Localization Issues,0
451,User Experience Issues,1
451,Ads Related Issues,0
451,Coins Related Issues,0
451,Content Discovery Issues,0
451,Listening Related Issues,0
451,Content Quality Issues,0
451,Support & Service Issues,0
451,Localization Issues,0
453,Coins Related Issues,2
453,Support & Service Issues,2
453,Ads Related Issues,0
453,Content Discovery Issues,0
453,Listening Related Issues,0
453,Content Quality Issues,0
453,User Experience Issues,0
453,Localization Issues,0
456,Localization Issues,1
456,Ads Related Issues,0
456,Coins Related Issues,0
456,Content Discovery Issues,0
456,Listening Related Issues,0
456,Content Quality Issues,0
456,User Experience Issues,0
456,Support & Service Issues,0
458,Listening Related Issues,1
458,User Experience Issues,1
458,Ads Related Issues,0
458,Coins Related Issues,0
458,Content Discovery Issues,0
458,Content Quality Issues,0
458,Support & Service Issues,0
458,Localization Issues,0
461,Listening Related Issues,1
461,Ads Related Issues,0
461,Coins Related Issues,0
461,Content Discovery Issues,0
461,Content Quality Issues,0
461,User Experience Issues,0
461,Support & Service Issues,0
461,Localization Issues,0
462,Listening Related Issues,2
462,Support & Service Issues,1
462,Ads Related Issues,0
462,Coins Related Issues,0
462,Content Discovery Issues,0
462,Content Quality Issues,0
462,User Experience Issues,0
462,Localization Issues,0
464,Coins Related Issues,1
464,Ads Related Issues,0
464,Content Discovery Issues,0
464,Listening Related Issues,0
464,Content Quality Issues,0
464,User Experience Issues,0
464,Support & Service Issues,0
464,Localization Issues,0
466,Coins Related Issues,3
466,Content Discovery Issues,1
466,Ads Related Issues,0
466,Listening Related Issues,0
466,Content Quality Issues,0
466,User Experience Issues,0
466,Support & Service Issues,0
466,Localization Issues,0
467,Listening Related Issues,2
467,User Experience Issues,1
467,Support & Service Issues,1
467,Ads Related Issues,0
467,Coins Related Issues,0
467,Content Discovery Issues,0
467,Content Quality Issues,0
467,Localization Issues,0
469,Coins Related Issues,1
469,Ads Related Issues,0
469,Content Discovery Issues,0
469,Listening Related Issues,0
469,Content Quality Issues,0
469,User Experience Issues,0
469,Support & Service Issues,0
469,Localization Issues,0
470,Ads Related Issues,2
470,Coins Related Issues,1
470,User Experience Issues,1
470,Content Discovery Issues,0
470,Listening Related Issues,0
470,Content Quality Issues,0
470,Support & Service Issues,0
470,Localization Issues,0
471,Support & Service Issues,1
471,Ads Related Issues,0
471,Coins Related Issues,0
471,Content Discovery Issues,0
471,Listening Related Issues,0
471,Content Quality Issues,0
471,User Experience Issues,0
471,Localization Issues,0
476,Coins Related Issues,1
476,Listening Related Issues,1
476,User Experience Issues,1
476,Ads Related Issues,0
476,Content Discovery Issues,0
476,Content Quality Issues,0
476,Support & Service Issues,0
476,Localization Issues,0
477,Coins Related Issues,1
477,Listening Related Issues,2
477,User Experience Issues,1
477,Ads Related Issues,0
477,Content Discovery Issues,0
477,Content Quality Issues,0
477,Support & Service Issues,0
477,Localization Issues,0
479,Coins Related Issues,1
479,Ads Related Issues,0
479,Content Discovery Issues,0
479,Listening Related Issues,0
479,Content Quality Issues,0
479,User Experience Issues,0
479,Support & Service Issues,0
479,Localization Issues,0
484,User Experience Issues,1
484,Ads Related Issues,0
484,Coins Related Issues,0
484,Content Discovery Issues,0
484,Listening Related Issues,0
484,Content Quality Issues,0
484,Support & Service Issues,0
484,Localization Issues,0
